9.03204989722306,45.5379041586717,160
9.03205,45.53788,160
9.03365,45.53808,162
9.03371,45.53862,160
9.03576,45.53757,159
9.03601,45.53745,160
9.03614,45.53744,160
9.0364,45.53713,162
9.03692,45.53742,164
9.03722,45.53756,164
9.0382,45.53628,159
9.04046,45.53486,160
9.04244,45.5359,158
9.04249,45.53591,158
9.04258,45.5359,158
9.04279,45.53671,157
9.04288,45.53716,157
9.04286,45.53751,157
9.04272,45.5389,158
9.04269,45.53949,158
9.04251,45.54095,159
9.04267,45.54096,159
9.04266,45.541,159
9.04258,45.54101,159
9.04252,45.54147,159
9.04252,45.54206,161
9.04252,45.54205,161
9.04257,45.54287,160
9.04261,45.5431,159
9.04269,45.54326,159
9.04357,45.54467,161
9.04365,45.54482,161
9.04403,45.54584,161
9.04409,45.54594,161
9.0442,45.54601,161
9.04435,45.54605,161
9.04436,45.54615,161
9.04814,45.54628,161
9.04853,45.54632,161
9.04882,45.54641,161
9.04902,45.54652,161
9.0491,45.54659,161
9.04925,45.54677,161
9.04932,45.54697,161
9.0493,45.54707,161
9.04935,45.54868,161
9.04931,45.54889,161
9.04931,45.549,161
9.04932,45.54905,161
9.04938,45.5491,161
9.04952,45.54913,161
9.04971,45.54923,161
9.05021,45.54964,161
9.05041,45.54982,161
9.05045,45.54983,161
9.05056,45.54991,161
9.05106,45.55032,161
9.05145,45.55082,162
9.05169,45.55116,163
9.05176,45.55132,163
9.05176,45.55144,163
9.05184,45.55157,163
9.05196,45.55162,163
9.05251,45.55266,164
9.05257,45.55285,164
9.05259,45.55302,164
9.05255,45.55322,164
9.05248,45.55337,165
9.05234,45.55356,165
9.05195,45.55405,167
9.05184,45.55423,168
9.05179,45.55443,168
9.05183,45.55461,168
9.05189,45.55478,168
9.05202,45.55495,168
9.05215,45.55505,168
9.05255,45.55527,167
9.05264,45.55518,167
9.05235,45.55509,167
9.05281,45.5551,166
9.05287,45.55505,166
9.05293,45.55502,166
9.05306,45.555,165
9.05319,45.55502,165
9.05328,45.55506,165
9.05333,45.55512,165
9.05336,45.5552,165
9.05336,45.55526,165
9.05333,45.55532,165
9.0532,45.5554,165
9.05301,45.55571,164
9.05269,45.55704,167
9.05269,45.55704,167
9.05262,45.55734,169
9.05253,45.55752,169
9.05256,45.55759,169
9.05254,45.55768,169
9.0525,45.55774,168
9.0525,45.55786,168
9.05258,45.55787,168
9.05232,45.55908,167
9.05251,45.55904,167
9.05268,45.55901,167
9.05272,45.5589,167
9.05285,45.55883,167
9.05358,45.55888,167
9.05372,45.55895,167
9.05372,45.55896,167
9.05372,45.55896,167
9.05355,45.5592,166
9.05346,45.55957,166
9.05341,45.55976,166
9.05359,45.56011,166
9.05366,45.56019,166
9.05357,45.56071,167
9.05358,45.56075,167
9.05365,45.56079,167
9.05469,45.56091,169
9.05583,45.56102,170
9.05671,45.56118,170
9.0576,45.56122,172
9.06017,45.56151,173
9.06031,45.56163,173
9.06049,45.56168,173
9.06077,45.56183,172
9.0609,45.56187,172
9.06156,45.56198,172
9.06217,45.56201,171
9.06249,45.56199,171
9.06267,45.56199,170
9.06335,45.56207,170
9.06355,45.56207,170
9.06412,45.562,172
9.06411,45.5623,172
9.06414,45.56247,171
9.06419,45.56261,170
9.0646,45.56333,168
9.06462,45.56339,168
9.06461,45.56359,169
9.06448,45.5641,169
9.06431,45.56629,175
9.06391,45.56629,175
9.06385,45.56633,176
9.06381,45.56641,176
9.06382,45.5665,176
9.0639,45.56658,176
9.06395,45.56669,176
9.06395,45.56692,176
9.06384,45.56829,172
9.06347,45.57007,176
9.06839,45.57053,176
9.06955,45.57061,175
9.07012,45.57067,175
9.07075,45.57084,174
9.07126,45.57116,174
9.07169,45.57129,174
9.07516,45.57164,176
9.07577,45.57162,175
9.07591,45.5717,175
9.07651,45.57179,175
9.07866,45.57203,176
9.07886,45.57192,176
9.07903,45.57207,175
9.07921,45.5721,175
9.08141,45.57234,175
9.08198,45.57239,176
9.08244,45.57238,176
9.08256,45.5724,176
9.08275,45.57248,176
9.08297,45.57253,176
9.08533,45.57278,175
9.08554,45.57275,175
9.08578,45.57269,175
9.08593,45.57261,175
9.08614,45.57236,176
9.08641,45.57182,178
9.08677,45.57192,178
9.08697,45.57151,178
9.08726,45.57111,178
9.08727,45.57107,178
9.08793,45.57113,178
9.08873,45.57111,178
9.08896,45.57117,178
9.08903,45.57124,178
9.08904,45.57133,178
9.08896,45.5716,178
9.08922,45.57152,178
9.08936,45.5716,178
9.09006,45.57103,177
9.09062,45.57135,176
9.09075,45.57123,176
9.0911,45.57144,176
9.09153,45.57111,176
